Textos_espanol,sdg
"La configuracion actual de la mano de obra letona, que se expone en el capitulo 1, presenta una serie de retos, como la distribucion geografica de los profesionales sanitarios, el envejecimiento de la mano de obra, el reto de los ""bajos"" salarios y la emigracion de los profesionales sanitarios, y de la necesidad de que la mano de obra se adapte para satisfacer las cambiantes necesidades sanitarias de la poblacion. Dicho plan debe tener en cuenta las necesidades de formacion, basandose en las tasas de jubilacion previstas. Debe tenerse en cuenta la escasez geografica de profesionales sanitarios, y Letonia podria considerar la posibilidad de orientar la contratacion para la formacion hacia las poblaciones de las zonas rurales e insuficientemente atendidas, que pueden tener mas probabilidades de desear volver a ejercer en la zona (vease el apartado 2.2). Tambien podria considerarse la posibilidad de ofrecer incentivos economicos a medicos, enfermeros, farmaceuticos y otros profesionales sanitarios para que presten sus servicios en zonas rurales, aunque hasta ahora los salarios mas elevados en las zonas rurales no parecen haber animado a los especialistas a trasladarse. Otros incentivos, como el acceso a una gama mas amplia de servicios, como el alojamiento y la atencion infantil, pueden resultar mas atractivos.",3
"Tal enfoque es crucial no solo porque la desigualdad tiene un impacto negativo en el crecimiento y crea tension entre las comunidades, sino que tambien socava la democracia. Los pueblos indigenas han pedido que el marco posterior a 2015 se base en los derechos humanos. Esto es muy relevante ya que el derecho a la vida se interpreta en terminos generales no solo como la proteccion contra el asesinato arbitrario, sino tambien como la creacion de condiciones materiales en las que los alimentos, el agua potable y los medicamentos esten disponibles para todos.",3
"Esto significa que la cantidad total anual puede ser sustancial para las personas con bajos ingresos. Ademas, al igual que en la mayoria de los paises, la odontologia no esta incluida en el paquete de beneficios de atencion medica publica y esta sujeta a copagos mas altos, aunque todos los ninos y adolescentes hasta los 21 anos estan completamente cubiertos (aumentara a 23 en 2019). Si bien Suecia tiene niveles muy bajos de gastos catastroficos debido a la utilizacion de los servicios de salud, algunas personas reportan problemas de accesibilidad financiera. Casi el 7% de las personas en el grupo de ingresos mas bajos reportaron algunas necesidades insatisfechas de examenes dentales en 2015, en comparacion con el 3% del promedio nacional (Eurostat, EU-SILC).",3
"La mayor parte de los esfuerzos deben dirigirse a subsanar las lagunas de datos en la atencion primaria; por ejemplo, debe reforzarse la recogida de datos sobre la variacion de las enfermedades cronicas en la practica general. Las enfermedades que mas contribuyen a la desigualdad danesa en la carga de morbilidad, como la diabetes y la depresion, se tratan cada vez mas en los centros de atencion primaria (veanse el capitulo 2 y el cuadro 4.2). Por ello, la recopilacion de datos en la atencion primaria es una forma adecuada de supervisar los resultados sanitarios equitativos e informar las iniciativas para abordar las desigualdades existentes. La excelencia en la atencion a las personas mayores es una prioridad en Dinamarca, y el seguimiento de datos sobre los resultados sanitarios y la prestacion de atencion sanitaria a grupos de poblacion por edades contribuiria a garantizar esta prioridad.",3
"Como resultado de los ensayos de armonizacion, se establecio la iniciativa conjunta sobre normalizacion informatica sanitaria mundial de las organizaciones de normalizacion (SDO) [6] entre seis SDO: ISO/TC 215[7], HL7 [8], CEN/TC 251 [9], CDISC [10], IHTSDO [11] y GS1 healthcare [12] para abordar y resolver los problemas acumulados a largo plazo en relacion con lagunas, solapamientos y esfuerzos contraproducentes. La UIT y la Organizacion Mundial de la Salud (OMS) estan reforzando la coordinacion en areas tecnicas para la normalizacion de la sanidad electronica y los usos de los protocolos de sanidad electronica [17]. Tambien presentan lagunas, solapamientos y esfuerzos contraproducentes, incluso en el caso de los grupos de colaboracion conjunta.",3
"Aunque lejos de ser la unica palanca, los flujos de financiacion tienen una influencia significativa en la forma de los sistemas y servicios de salud, y podrian explotarse mas en Gales. Se han establecido algunos fondos especificos para 2015-16: GBP 30 millones de fondos hipoteticos para desarrollar servicios de atencion primaria en Gales, y GBP 20 millones para llevar adelante proyectos financiados por el Fondo de Cuidados Intermedios este ano que han demostrado ser efectivos en todo el pais. entornos comunitarios y agudos, vinculando la atencion extrahospitalaria y la atencion social para fortalecer la resiliencia del sistema de atencion no programada. Ir mas alla de esto, Gales podria considerar compromisos o ambiciones concretas, como establecer una expectativa de que un cierto porcentaje del gasto de la Junta de Salud se traslade de los hospitales y la atencion secundaria a la atencion primaria en los proximos 5 a 10 anos, o presionar por niveles minimos de inversion. de la planificacion financiera de la Junta de Salud en la atencion primaria y comunitaria.",3
"Letonia se esta moviendo en esa direccion con un Plan de Desarrollo de la Atencion Primaria de la Salud que se esfuerza por mejorar la calidad y la accesibilidad de los servicios de salud y mejora las actividades preventivas para evitar que las personas reciban una atencion hospitalaria mas costosa. Letonia ha demostrado que puede utilizar su fuerza laboral de manera innovadora para mejorar el acceso a la atencion primaria, pero necesita fortalecer el papel que desempenan los medicos de cabecera y otros profesionales de la salud en la promocion de la salud, en particular educando a los pacientes sobre el autocontrol de las enfermedades cronicas. La Seccion 3.1 describe la estructura del sistema de atencion primaria de salud de Letonia, la fuerza laboral y otros desafios.",3
"En 1950-1955, el 54,2% de las personas mayores (de 60 anos o mas) vivian en paises donde la esperanza de vida restante a los 60 anos era inferior a 15 anos. En 2010-2015 esa fraccion se habia reducido a solo el 2,1% de la poblacion de personas mayores. Por el contrario, antes del periodo 2005-2010, ningun pais tenia una esperanza de vida a los 60 anos superior a 25 anos. En la figura 5 se muestran los cambios entre 1950-1955 y 2010-2015 en la distribuciA3n de la poblaciA3n mundial de edad avanzada segAon el nivel de esperanza de vida restante a los 60 aA+-os.",3
"El desarrollo de la poblacion y la gama cambiante de enfermedades entre la poblacion), es una prioridad para la salud mental y las adicciones como lo es para la diabetes o la EPOC. De acuerdo con las expectativas de la Reforma de Coordinacion, los municipios deben asumir la responsabilidad principal de la prevencion y la intervencion temprana en el curso de una enfermedad (Ministerio de Salud y Servicios de Atencion de Noruega, 2009). Tambien se incluyo la ""prevencion"" como parte de los servicios que se esperaba que los municipios prestaran en el Plan de Escalamiento. Cuando se trata de abordar la salud mental, los municipios estan en algunos aspectos bien situados para liderar los esfuerzos de prevencion, dada su responsabilidad en la salud publica, los jardines de infancia y preescolares, la educacion (hasta los 16 anos), los servicios sociales y los servicios comunitarios, que son lugares clave para los programas de prevencion e intervencion temprana.",3
"Dado que Canada solia imponer una regalia estandar del 4 por ciento del precio de venta neto del farmaco en su forma de dosificacion final a un licenciatario del derecho a utilizar productos farmaceuticos patentados hasta 1992,639 y dado que la mayoria de los creadores de datos recuperaran la mayor parte de sus De todos modos, los gastos de I+D en los paises desarrollados, una regalia que comprende los costos marginales de produccion propios del productor generico mas 1-3 por ciento de estos costos, dependiendo de la capacidad de pago del PIB per capita, pareceria mas que suficiente. Si bien dicho enfoque brindaria solo una aproximacion de los costos reales de la I+D del originador, evitaria los costos de transaccion y posiblemente los interminables litigios que podrian generar los modelos mas complicados. Finalmente, tambien estaria limitado en el tiempo, por ejemplo a cinco anos, durante los cuales el originador de los datos tendria derecho a reclamar una compensacion.",3
"La incertidumbre sobre los futuros grupos de riesgo asi como el altruismo relacionado con la salud contribuyen a una financiacion publica mas robusta. La financiacion publica sera mas dificil de mantener cuanto mayor sea la variabilidad en el riesgo de enfermedad, mayor sea la proporcion de la poblacion que corre un alto riesgo de enfermedad y mas costoso sea el diagnostico y el tratamiento de la enfermedad. El papel del sector publico en el seguro y la provision de atencion medica es significativo en todos los paises desarrollados y mas destacado en los paises nordicos que en la mayoria de los demas paises. Por lo tanto, el mecanismo de precios no cumplira su funcion de asignar recursos hacia y dentro del sector salud.",3
"Todos los productos del tabaco deben llevar advertencias sanitarias y mensajes que cubran al menos el 50 por ciento del empaque. Esta prohibido fumar en lugares publicos e instalaciones de transporte publico, incluidas areas al aire libre, parques y parques infantiles. De acuerdo con la Ley, los instrumentos o equipos que se utilicen para el diagnostico o la radioterapia deberan estar calibrados y sometidos a controles y aseguramiento de calidad periodicos.",3
"Estos esfuerzos ya se estan utilizando para mejorar la calidad a traves del establecimiento de objetivos, evaluacion comparativa, informes publicos y gestion del desempeno. Estas reformas estructurales tienen el potencial de hacer importantes contribuciones a largo plazo a la productividad y eficiencia del sistema de salud. A medida que los paises salen de la crisis, la futura agenda de politicas debe continuar mirando hacia estos cambios estructurales para brindar lecciones importantes para el futuro.",3
"Se mide por las tasas de mortalidad especificas por edad para determinadas causas de muerte (por ejemplo, asma por debajo de los 45 anos). Sin embargo, no existe una definicion universal, ya que la seleccion de las causas de muerte y los limites de edad suelen variar de un estudio a otro. Nolte y McKee (2008), asi como Tobias y Yeh (2009), han propuesto diferentes listas de causas de muerte y limites de edad.",3
"El centro, ubicado en el Hospital Universitario de Dakar, tambien ofrece un programa de mantenimiento con metadona, servicios de tratamiento de la drogodependencia, programas de extension y programas para el tratamiento de la infeccion por el VIH y la hepatitis para consumidores de drogas. Cabo Verde esta poniendo a prueba una ""ventanilla unica"" para drogadictos, un centro que ofrece multiples servicios de tratamiento por abuso de drogas en un barrio vulnerable de la ciudad capital de Praia, promoviendo la implementacion de un enfoque de tratamiento basado en la comunidad. En Kenia, despues de que se abriera un centro de tratamiento de sustitucion de opiaceos (conocido localmente como clinica de terapia medicamente asistida) en Nairobi en diciembre de 2014, se abrio un segundo centro en Malindi en febrero de 2015 y otros dos en Mombasa en septiembre de 2015.",3
"Por lo tanto, se puede considerar deseable tener en cuenta los factores particulares relacionados con algunas personas o algunos grupos, disenando e implementando las politicas necesarias para facilitar mejores resultados de salud en los grupos que estan en desventaja, a fin de reducir la desventaja. En este sentido, corresponde a cada sociedad o nacion definir lo que considera deseable con respecto a la distribucion de la salud y lo que la gente espera de sus gobiernos en terminos del logro de esas metas. Un examen mas detallado de estos temas esta mas alla del alcance de esta Nota. En pocas palabras, esta Nota argumenta que las grandes desigualdades en los resultados de salud, como las que existen en muchos paises y entre paises, son generalmente indeseables.",3
"Este hecho, unido a la subdesarrollada infraestructura de atenciA3n primaria de Corea, quizA! explique en parte el elevado nAomero de ingresos potencialmente evitables por determinadas enfermedades crA3nicas. Corea tiene una tasa de prevalencia de diabetes moderadamente alta y tambien una tasa elevada de ingresos por diabetes no controlada. En este sentido, la Figura 3.5 sugiere que el volumen de ingresos por diabetes no controlada en Corea es considerablemente mayor de lo esperado, incluso tras ajustar la prevalencia de la diabetes.",3
"El abuso del alcohol es una causa de presentismo. Las secuelas del consumo excesivo de alcohol incluyen incapacidad para concentrarse en el trabajo, deterioro del rendimiento laboral y de las relaciones con los companeros, mayores riesgos para la seguridad y reduccion del rendimiento global. Esto, a su vez, puede dar lugar a conflictos, quejas, perdida de tiempo de trabajo y reduccion de la productividad (OIT, 2012).",3
"Estas enfermedades cronicas representan una carga creciente en todos los paises de la OCDE, y su mayor prevalencia se ha atribuido a una variedad de causas, incluido el envejecimiento de la poblacion y factores del estilo de vida como el tabaquismo, la inactividad fisica y el consumo excesivo de alcohol. Los datos se refieren a 2008 para Turquia y 2007 para Australia, Japon y Nueva Zelanda. Los resultados de los paises marcados con un ""1"" no son directamente comparables con los de otros paises, debido a las diferencias en las escalas de notificacion, lo que puede dar lugar a un sesgo al alza en las estimaciones notificadas.",3
"La tasa de letalidad mas alta en este grupo de edad se refiere a la hospitalizacion por enfermedades del sistema circulatorio, con 10 muertes hospitalarias por 137 altas hospitalarias (7% de las muertes por caso). Las enfermedades del sistema circulatorio constituyen el 16% de todos los casos registrados de enfermedades y el 8% de los casos nuevos. Las enfermedades hipertensivas, las cardiopatias isquemicas y las cerebrovasculares representan, respectivamente, el 58,8%, el 24,6% y el 4,3% de las enfermedades del aparato circulatorio. La tasa de incidencia es mucho mayor en ninos (35 000 por 100 000 ninos en 2012) en comparacion con la poblacion general (12 000 por 100 000 habitantes en 2012).",3
"En parte, es probable que este aumento refleje la creciente incidencia de la diabetes, asi como un mejor acceso a los cuidados de dialisis. No obstante, el creciente numero de pacientes en dialisis tambien indica el potencial de reduccion de la carga de la enfermedad mediante acciones preventivas eficaces dirigidas a reducir la incidencia de la enfermedad, asi como una mejor gestion de la misma para minimizar el riesgo de complicaciones graves como la ESRF. La dependencia de la dialisis es mucho mayor en paises como Grecia, Italia, Japon y Corea, donde mas del 75% de los pacientes reciben este tratamiento.",3
"En particular, las provincias con tasas de utilizacion mas bajas tienen un gasto mas elevado por dia y visita de paciente. Esta asociacion negativa sugiere la existencia de una capacidad infrautilizada en algunas provincias y es coherente con otros datos (vease Adam et al 2008 para mas informacion sobre el numero de pacientes y las curvas de costes). Ambos muestran una asociacion negativa entre el gasto por persona (no asegurada) y las tasas de utilizacion.",3
"Estos bajos niveles tambien se aplican al quintil de ingresos mas bajos, donde la necesidad insatisfecha reportada se situo en el 0,1 % en comparacion con el 4,1 % en la UE (2015). Por ejemplo, la parte minima de los costos cubiertos es del 90 % para intervenciones urgentes y terapia intensiva, el 80 % para cirugia especializada, ortodoncia y otras ayudas, y el 70 % para productos farmaceuticos en la lista positiva cubierta por el HIIS. Los ninos y estudiantes hasta los 26 anos, asi como los grupos vulnerables, estan exentos de todos los copagos.",3
"No mas del 40% de los fondos de SP pueden destinarse a recursos humanos, por ejemplo, y no mas del 30% puede gastarse en productos farmaceuticos con un minimo del 20% en actividades preventivas. Por ejemplo, Italia tambien se ha enfrentado a una situacion comparable a la de Mexico, con una variacion significativa en la capacidad administrativa y de gestion entre regiones en un entorno mayormente descentralizado. Desde principios de la decada de 2000, las regiones han podido obtener recursos adicionales condicionados a la mejora de la informacion sobre las actividades, los costos y los resultados de los servicios de salud.",3
"El gasto en asistencia sanitaria a largo plazo representa el 0,4% del PIB en Polonia y esta totalmente financiado con fondos publicos. Este nivel, aunque potencialmente infradeclarado, es relativamente bajo dentro de la OCDE, pero similar al de otros paises miembros menos prosperos (Figura 22). En 2008, aproximadamente el 0,9% de la poblacion polaca mayor de 65 anos recibio cuidados de larga duracion en un entorno institucional, muy por debajo de la media de la OCDE del 4,2% (OCDE, 201 lb), lo que refleja una falta de oferta.",3
"La Junta reitera su opinion de que las medidas adoptadas en varios estados de los Estados Unidos para legalizar la produccion, venta y distribucion de cannabis con fines no medicos ni cientificos son incompatibles con las disposiciones de los tratados de fiscalizacion internacional de drogas. La limitacion del uso de sustancias controladas para fines medicos y cientificos es un principio fundamental que se encuentra en el corazon del marco legal de fiscalizacion internacional de drogas y que no puede ser derogado. Independientemente de si son Estados federales o unitarios, todas las partes de las convenciones tienen la obligacion legal de hacer efectivas y cumplir las disposiciones de la convencion dentro de sus propios territorios.",3
"Ha habido racionalizaciones generalizadas del gasto en todos los sectores del sistema de salud y recortes permanentes en los salarios de los trabajadores del sector publico, incluidos los de los profesionales de la salud, desde 2010, en un esfuerzo por reducir los costos. Estas presiones, combinadas con el hecho de que el gasto privado ya es alto (Figura 12) y es poco probable que pueda extenderse mas, crean preocupaciones tangibles sobre la idoneidad de la financiacion del sistema de salud, especialmente a largo plazo. En respuesta, el sector ha visto una serie de medidas basadas en evidencia destinadas a asegurar ahorros y mejorar la eficiencia (Cuadro 4). Sin embargo, a pesar de las enormes reducciones, el gasto actual en medicamentos recetados y de venta libre representa mas de una cuarta parte ( 26%) de todo el gasto en salud, y se encuentra entre los mas altos de la UE. Antes de la crisis, la alta capacidad privada combinada con el debil poder de negociacion del fondo de enfermedad, los procedimientos de pago deficientes, la falta de protocolos/directrices clinicas y la falta de control del uso de las pruebas de diagnostico por parte de los medicos crearon una estructura de incentivos que conducia al consumo excesivo y al despilfarro.",3
"Un sistema de atencion primaria funcional en el que el medico de familia actue como centro coordinador de la atencion a pacientes complejos y garantice que los medicamentos y los regimenes de tratamiento se revisan adecuadamente a lo largo del tiempo contribuira a garantizar que se atienden las necesidades de atencion complejas derivadas de las enfermedades cronicas. Un buen ejemplo de programa comunitario en Corea es el proyecto de registro de Gwang Myeong, centrado en el tratamiento de la diabetes y la hipertension (vease el recuadro 3.1). Este proyecto piloto esta dirigido por el Gobierno Provincial de Gyeonggi y en el colaboran el Ministerio de Salud y Bienestar, el Centro Coreano de Control de Enfermedades, el Gobierno Provincial de Gyeonggi, el centro de salud metropolitano de Gwang Myeong, instituciones provinciales de atencion medica y farmacias, y el centro de control de la hipertension/diabetes mellitus.",3
"La revision que se presenta a continuacion no ofrece una relacion y un analisis detallados de los metodos adoptados en cada estudio, pero se puede afirmar que todas las conclusiones principales de la revision estan respaldadas por al menos un analisis econometrico solido que apoya la naturaleza causal de los vinculos evaluados (por ejemplo, en el caso de las penalizaciones salariales asociadas a la obesidad y el tabaquismo, las diferencias salariales para personas con distintos niveles de consumo de alcohol, las diferencias de empleo para los obesos, los bebedores empedernidos y los fumadores, etc.). Se centra en como los factores de riesgo y las enfermedades cronicas afectan al empleo, los salarios, la productividad laboral y el abandono prematuro del mercado de trabajo. Tambien proporciona una vision del valor de la produccion potencialmente perdida por enfermedad y por resultados adversos en el mercado laboral.",3
"El Estado Mundial de la Infancia: Ninos con Discapacidades. Poner fin a las muertes infantiles prevenibles por neumonia y diarrea para 2025: el Plan de accion mundial integrado para la neumonia y la diarrea (GAPPD). Cada producto de tal nacimiento se considera un nacimiento vivo. Estos calculos no son, estrictamente hablando, tasas (es decir, el numero de muertes dividido por el numero de poblacion en riesgo durante un cierto periodo de tiempo) sino una probabilidad de muerte derivada de una tabla de vida y expresada como una tasa por 1000 vivos. nacimientos",3
"De hecho, el estado de salud se clasifica sistemA!ticamente como uno de los aspectos mA!s valorados en la vida de las personas, junto con tener un empleo, en las encuestas realizadas en los paAses de la OCDE. El estado de salud tambiA(c)n tiene un valor instrumental porque mejora las oportunidades de las personas para participar en programas de educaciA3n y formaciA3n y en el mercado laboral, asA como para tener buenas relaciones sociales. A nivel social, los paises con mejores resultados generales en materia de salud tambien presentan una renta y una riqueza medias mas elevadas, mayores tasas de empleo, mayores tasas de participacion en actividades politicas, un mayor apoyo de las redes sociales y una mayor satisfaccion general con la vida.",3
"El Parlamento decidio elaborar un plan de accion para la salud mental, luego de la publicacion de un libro blanco esperado sobre el estado de la salud mental y los servicios de salud mental en Noruega. Un libro blanco del gobierno, ""Apertura y Comprension: Trastornos Mentales y Prestacion de Servicios"" (Ministerio de Salud y Servicios de Atencion de Noruega, 1997), siguio y establecio las debilidades y brechas significativas en el sistema de salud mental. El Plan de Escalamiento agrego una gran cantidad de psicologos a la fuerza laboral de salud mental (ver Cuadro 4.1).",3
"Por lo general, estos pagos por resultados se centran en resultados intermedios, por ejemplo, presion arterial o nivel de glucosa en sangre controlados, y solo en raras ocasiones en medidas de resultados como las tasas de supervivencia. En el sector de pacientes hospitalizados, la participacion de los ingresos de los proveedores es mucho menor, con frecuencia alrededor del 0,1 % de los presupuestos hospitalarios y nunca superando el 4 % (Milstein y Schreyogg, 2015). Si bien se puede esperar que los programas P4P incluyan al menos algunas medidas de desempeno o resultados, la mayoria, si no todos, los programas P4P tambien incluyen pagos ex post mas simples vinculados a la prestacion de servicios (por ejemplo, finalizacion de ciertos datos y registro, establecimiento del plan de atencion).",3
"Las colas caracterizan los patrones en Namibia y Uganda (aunque en diferentes niveles de U5M general), mientras que el patron de Camboya es mixto, lo que muestra que los grupos mas ricos disfrutan de tasas de mortalidad mas bajas, pero las tasas entre los grupos mas pobres no son tan extremadamente altas como las observadas en Niger. Desigualdad socioeconomica en la malnutricion en los paises en desarrollo"", Boletin de la Organizacion Mundial de la Salud, vol. ?Que pasa con las tendencias de las desigualdades en salud a lo largo del tiempo? El analisis de tendencias requiere al menos dos puntos de datos diferentes, y solo unos pocos paises en desarrollo han realizado encuestas de salud cuyo los resultados son comparables en dos o mas puntos diferentes en el tiempo.",3
"Los farmaceuticos en el sur de Australia pueden administrar la vacuna contra la influenza. En el Territorio del Norte, los farmaceuticos en un programa piloto pueden administrar vacunas contra la influenza, el sarampion, las paperas y la rubeola, la difteria, la tos ferina y el tetanos para adultos. Australia Occidental modifico recientemente la legislacion para permitir que los farmaceuticos administren vacunas contra la influenza.",3
"Estos centros constituyen una red extendida para el sistema de atencion primaria, ofreciendo servicios de maternidad, camas de cuidados intermedios (para evitar la hospitalizacion o acelerar el alta temprana), cirugia ambulatoria, rehabilitacion, clinicas especializadas (como manejo del dolor) y diagnosticos como x- rayos Los CAIS tambien realizan talleres para apoyar a los EBAIS locales tipicos comparando y discutiendo sus indicadores de desempeno, ofreciendo telemedicina y visitas domiciliarias, y manteniendo un enfoque en la atencion preventiva. En 2015, uno de los CAIS establecio una comision local sobre violencia domestica y la mayoria de sus 15 000 visitas domiciliarias fueron para la promocion de la salud y la atencion preventiva.",3
"De manera similar, Turquia ha logrado la reduccion promedio mas alta del 6,9 % anual en la mortalidad infantil entre 1970 y 2011, seguida en la OCDE por Corea (6,4 % anual) y Portugal (6,8 % anual). La proteccion financiera tambien ha mejorado mucho. El gasto publico en salud ahora representa el 73% del gasto total en salud, ligeramente por encima del promedio de la OCDE del 72%.",3
"En ese caso, el tiempo de espera podria ser un mecanismo de equilibrio que haga que la demanda de tratamiento publico sea igual a la oferta. Ademas, introduce un Sistema de Informacion Medica que cubre el tratamiento individual, los proveedores, los empleados medicos y los precios de los servicios prestados por fuentes publicas. En segundo lugar, ""e-health"" tiene como objetivo integrar bases de datos operativas, creando una fuente centralizada de informacion sobre el historial de tratamiento de los pacientes y un portal medico en Internet disponible para todas las partes interesadas.",3
"Las enfermeras de salud mental deben trabajar con psiquiatras y medicos de cabecera para prestar servicios como el seguimiento del estado mental del paciente, la gestion de su medicacion y la mejora de los vinculos con otros profesionales sanitarios y proveedores de servicios clinicos. Se debe atender a un mAnimo de dos pacientes por sesiA3n, y las evaluaciones parecen indicar que el programa ha tenido bastante A(c)xito. El aumento y/o la mejora de la formacion y el desarrollo profesional continuo (DPC), asi como el uso de directrices basadas en la evidencia en la atencion primaria, tienen el potencial de ser una forma rentable de reducir algunas de las deficiencias en el tratamiento de trastornos comunes y mejorar la calidad de la atencion. En algunos paises de la OCDE, la formacion en salud mental se incluye como parte de la formacion para el desarrollo profesional continuo.",3
"En la region de Asia y el Pacifico, casi el 87% de los ninos de 1 ano o menos estan inmunizados contra el sarampion. Sin embargo, este agregado enmascara las diferencias entre subregiones. Asia oriental y nororiental (98,7%) y Asia septentrional y central (96,7%) tienen una tasa de inmunizacion cercana al 100%. Asia meridional y sudoccidental tiene la tasa mas baja (78,5%), seguida del Pacifico (81,7%).",3
"En junio de 2015, las autoridades sanitarias de los Emiratos Arabes Unidos recomendaron la inclusion de tres materiales vegetales, a saber, kava (Piper methysticum), kratom (Mitragyna speciosa) y Salvia divinorum en la Tabla 4 de la Ley Federal No. En los Emiratos Arabes Unidos de ese pais. Emiratos, tambien se estan realizando esfuerzos para estandarizar los procedimientos de prescripcion de sustancias controladas, productos farmaceuticos restringidos y drogas psicoactivas, incluidas medidas innovadoras como el establecimiento de un sistema electronico para la emision de recetas y la dispensacion de medicamentos que contengan estupefacientes y sustancias psicotropicas controladas. . En febrero de 2015, Turkmenistan reforzo su principal ley de control de estupefacientes, sustancias psicotropicas y precursores mediante una enmienda que establece que no se podra conceder amnistia a personas que hayan sido condenadas por delitos relacionados con el trafico de estupefacientes, sustancias psicotropicas o precursores.",3
"Por lo tanto, es importante que las reformas se estructuren para fomentar la coordinacion en lugar de fragmentar aun mas la asistencia. Estas politicas no facilitan por si mismas la coordinacion y pueden presentar barreras reales o percibidas a la integracion. La eleccion y la competencia en la atencion primaria, y la consiguiente perdida de la responsabilidad geografica de la salud de la poblacion, pueden exacerbar la fragmentacion de la asistencia y obstaculizar la capacidad de los organismos locales para trabajar juntos a fin de proporcionar una asistencia sanitaria y social sin fisuras de la manera mas rentable, especialmente en las zonas urbanas con una multiplicidad de proveedores. Los riesgos de fragmentacion y mala coordinacion asistencial son mayores para las personas mayores, los pacientes complejos y fragiles y las personas con problemas de salud mental, que son tambien los grupos menos capacitados para navegar por el sistema y elegir con conocimiento de causa, por lo que pueden verse privados de sus derechos en el proceso de reforma.",3
"Una reforma mas ambiciosa del sistema de seguros podria separar los bienes y servicios medicos cubiertos por los seguros obligatorios y complementarios (Askenazy et al.), Esto podria facilitar las negociaciones con los proveedores de atencion por bienes y servicios. bienes y servicios medicos, como atencion optica, algunos cuidados dentales y audifonos.",3
"A traves de un cuestionario, AGENAS monitorea el cumplimiento de las recomendaciones y busca comprender las barreras que encuentran las R&AP en la implementacion. La atencion de alta calidad es una atencion que es segura, eficaz y centrada en el paciente, y nunca debe darse por sentada. Los sistemas de atencion medica enfrentan enormes desafios: necesidades y procesos de atencion complejos, mayores demandas de atencion medica (especialmente para afecciones cronicas) y, lo que es mas importante, un panorama economico en el que los sistemas de atencion medica tendran que lograr mas por menos.",3
"Entonces, es probable que se necesite una universidad o un contratista privado para llevar a cabo dicha evaluacion. Sin embargo, la falta de un instituto nacional de HTA contrasta marcadamente con la mayoria de los demas paises de la OCDE y se necesita un esfuerzo renovado para considerar como se podria establecer uno, especialmente dadas las restricciones fiscales actuales. Las nuevas iniciativas centradas en la reduccion de la prevalencia del tabaquismo, el exceso de peso y el consumo nocivo de alcohol, y las iniciativas centradas en las primeras etapas de la vida de los ninos, los adolescentes y las familias son especialmente importantes en el contexto checo.",3
"Los internados no tomaron en consideracion las culturas indigenas, la fisiologia o psicologia indigena. La educacion en ruso y las estancias prolongadas lejos de la familia dieron como resultado el reemplazo gradual de la lengua materna por el ruso, crearon una brecha generacional, tuvieron un efecto negativo en la cohesion familiar y provocaron privaciones psicologicas. La retirada de las redes familiares y sociales y la interrupcion de los mecanismos de transmision cultural dieron como resultado la perdida de la lengua materna, las habilidades tradicionales y las practicas curativas indigenas.",3
"En los paises de la OCDE, por cada reduccion del 10 % en la mortalidad por ECV, la esperanza de vida a los 65 anos aumento alrededor del 4,3 %. La disminucion de la mortalidad por ECV representa alrededor del 30 % de la variacion entre paises en el aumento de la esperanza de vida. El cambio en la mortalidad por ECV es un predictor mas fuerte de la esperanza de vida a los 65 anos entre los hombres que entre las mujeres.",3
"Sin embargo, esta retroalimentacion a los medicos y las campanas de informacion podrian estar mejor enfocadas, ya que los medicos y los pacientes son un objetivo mas amplio. De hecho, en el caso del Reino Unido, las practicas de retroalimentacion centradas en los medicos con las tasas mas altas de prescripcion de antibioticos fueron eficaces para reducir su uso, mientras que las campanas de informacion centradas en el paciente tuvieron efectos limitados (OCDE, 2017b). Los hospitales representan alrededor de una cuarta parte de las ventas farmaceuticas totales en Francia, y la proporcion del uso de genericos alli fue solo del 2,3 % en valor en 2013 (ANSM, 2014). Esta baja proporcion se explica en parte por las diferentes patologias de los pacientes y los tratamientos mas intensivos e innovadores de los hospitales (OCDE, 2015b), pero los productores tambien suelen vender medicamentos de marca a precios reducidos para ganar un mercado mas amplio (Dahan, 2016).",3
"Se llevo a cabo un ejercicio de planificacion maestra para la atencion primaria en el contexto de un proyecto del Banco Mundial con el objetivo de determinar como se podria adaptar la red de establecimientos de atencion primaria en cada region (Sanigest International, 2014). Sobre esta base, las autoridades locales deben desarrollar e implementar su plan de reestructuracion para la red publica, pero tambien deben permanecer abiertos a considerar y probar nuevos modelos de prestacion de servicios. La geografia del pais y la baja densidad de poblacion plantean desafios unicos para la prestacion de servicios de salud.",3
La OCDE y la OMS han desarrollado conjuntamente un modelo de microsimulacion para estimar los efectos a largo plazo a nivel de la poblacion y los costos de las intervenciones preventivas para abordar las enfermedades cronicas. El modelado en varios paises encontro que las estrategias de comunicacion e informacion de salud que mejoran la conciencia de la poblacion sobre los beneficios de una alimentacion saludable y la actividad fisica son rentables y pueden generar ganancias sustanciales para la salud. Las medidas fiscales que aumentan el precio de los alimentos poco saludables o reducen el costo de los alimentos saludables ricos en fibra tambien resultaron rentables.,3
